tweet,sentiment,date,weekday,hour,followers,description
here is a screen shot of the error message i was getting,0,2019-03-05 13:19:48,1.0,13.0,151.0,food enthusiast dance lover music believer
please i want to open a first bank account but i already have one account with the bank which is been run,0,2019-03-05 13:14:10,1.0,13.0,17.0,there is no key to happiness the door is always open
first bank and my bvn i dont know what to do for your case they were now passing me from branch to another branch,1,2019-03-05 13:12:32,1.0,13.0,14.0,
11i was debited for an unsuccessful pos transaction on 29012019 and on 13022,1,2019-03-05 13:10:33,1.0,13.0,28.0,professional punter chelsea fan
youre not serious guess youd go somewhere else with that programmed response nonsense,0,2019-03-05 12:58:52,1.0,12.0,974.0,journalist covering global health conflict agriculture + development work
dear fireboy heres their call line they gon sort it out asap,0,2019-03-05 12:58:47,1.0,12.0,160.0,universalsinger songwriter observant radiantsound lionorderjust click on d link below
we know youre too strict  but kindly  our bro to get his money  no,1,2019-03-05 12:56:12,1.0,12.0,37.0,public servantmotivatorcomputer wizardchelsea  sarlhamycom
you people are scams i received a call from you two weeks ago  admitting that it was actually an error,1,2019-03-05 12:54:39,1.0,12.0,296.0,a rapperhustlerhoping to be regarded as the greatest some days  alubarikacontacts  kingsanvellycom vellydeviolatorcom +2348106499183
dont bother im fine thanks youre not sincerely apologetic about the delayed response as im sure you,1,2019-03-05 12:50:42,1.0,12.0,958.0,preparing to live my best life
i sent u a dm and im yet to get a reply uptil nw,1,2019-03-05 12:47:53,1.0,12.0,20.0,
i have been trying to send a dm help me please  firstbank,1,2019-03-05 12:47:29,1.0,12.0,231.0,a girl after the mind of christ from the tribe of asher
pls an erroneous deduction was made on 25th feb 2019 while trying to use a mobile money agent after whic,1,2019-03-05 12:47:18,1.0,12.0,556.0,
toh here ya go since i cant dm you 3051286557 and 08135535601 thanks,0,2019-03-05 12:46:49,1.0,12.0,223.0,the potato is an incredibly diverse tuber
good day first bank nigeria i was debited  2000 yesterday for recharge card purchase but was not credite,1,2019-03-05 12:46:21,1.0,12.0,31.0,male
release our video money o biko,0,2019-03-05 12:43:39,1.0,12.0,8454.0,art artist artisteexorcist adorcistshapeshifting radical altering reality bookings  mecom ig
tell first bank were coming in full force with amadioha worshipers they should get ready for thunder,0,2019-03-05 12:42:20,1.0,12.0,109.0,
ive not been able to login to my first bank mobile banking app since morning it kept saying internet co,1,2019-03-05 12:37:47,1.0,12.0,34.0,i am an astute creative  ghostwriter i can write  ebooks novels articles or any kind of writing services within the grasp of my knowledge get in touch today
i have sent emails to firstbank yet i havent gotten any response,1,2019-03-05 12:37:04,1.0,12.0,231.0,a girl after the mind of christ from the tribe of asher
please a star cant be struggling real hard to make his fans happy and this all he could get,0,2019-03-05 12:35:28,1.0,12.0,43.0,official twitter account for meme tv
though the beneficiary have written a consent letter for the money to be returned back to me yet nothing,1,2019-03-05 12:34:43,1.0,12.0,231.0,a girl after the mind of christ from the tribe of asher
i followed you from instagram i mistakenly transferred money to a first bank account holder from a diamo,1,2019-03-05 12:33:12,1.0,12.0,231.0,a girl after the mind of christ from the tribe of asher
release his money na we won enjoy new gbedu from   na,0,2019-03-05 12:29:58,1.0,12.0,66.0,
bros u dey dull ursef o i say go there with ur village chief priests head straight to d hop,0,2019-03-05 12:28:56,1.0,12.0,109.0,
dear   i have not gotten my reversal yet this is so not fair   please come t,0,2019-03-05 12:28:20,1.0,12.0,593.0,serial entrepreneur cool calm and collected
took you people over two days to reply me pathetici sent the account number before please take time t,1,2019-03-05 12:27:32,1.0,12.0,350.0,i am an enthusiast for learning new things and acquiring new skills
how far drop money na,0,2019-03-05 12:27:28,1.0,12.0,66.0,
how far now,0,2019-03-05 12:23:56,1.0,12.0,358.0,building technology  fcbarcelona
thanks guys will do that asap,0,2019-03-05 12:22:54,1.0,12.0,221.0,i follow back
kindly help tag  to this tweet lets get this done today  thank you,0,2019-03-05 12:21:10,1.0,12.0,5037.0,afrolife musician  ybnl  bookingsinquiry  08177639253
last bank of nigeria,0,2019-03-05 12:21:00,1.0,12.0,1479.0,feel free to dm me fuck it    i either win the game than losing it 50cent my model
i av sent u a early this morningkindly check and act as appropriate,0,2019-03-05 12:14:12,1.0,12.0,872.0,estate surveyor confident and outspoken
no need to beg them jor just dial 767 or 112 and report them emi o raye oshi,0,2019-03-05 12:12:18,1.0,12.0,658.0,1st year of marriage  man speaks woman listens 2nd year  woman speaks man listens 3rd year  they both speak the neighbors listen
check your dm,0,2019-03-05 12:08:52,1.0,12.0,798.0,arsenal fc
so this tweet is a bot,0,2019-03-05 12:07:54,1.0,12.0,1271.0,i promote outputs for people with anxiety that want a natural crystal solution like me  instead of pills
1032019  200 was debited,1,2019-03-05 12:06:53,1.0,12.0,128.0,articulated youth
abeg ooohh,0,2019-03-05 12:06:50,1.0,12.0,5037.0,afrolife musician  ybnl  bookingsinquiry  08177639253
good evening please i tried withdrawing from an ecobank atm machine on saturday with my card and i was d,1,2019-03-05 12:06:01,1.0,12.0,359.0,
good day ive not received my february 2019 account statement in my mailbox as usual,1,2019-03-05 11:56:08,1.0,11.0,82.0,someone once told me the universe can stand still for the son of man who knows where he is going
hello    i made a one time transfer to a client and i have been debited twice in one transac,1,2019-03-05 11:53:49,1.0,11.0,8029.0,hey u wanna know  awardwinningwife247com
ive been using this mobile app for almost 3 years so,0,2019-03-05 11:53:48,1.0,11.0,751.0,
it was never reversed,1,2019-03-05 11:52:42,1.0,11.0,1285.0,foodie parttime alcoholic  rock music manutd
same as mine    firstbank my ass,0,2019-03-05 11:52:01,1.0,11.0,643.0,godfirst    chasercool and fun to be with always  manchester united fan   ifb instantly
i want to change the security questions on my mobile app but am not receiving any otp to activate it,1,2019-03-05 11:51:30,1.0,11.0,296.0,rational thinkerno such thing as a life thats better than yours love yours
fraud alert  fraud alert  nigerians be careful i just got this sms from a fraudster i am 100  sure that financia,1,2019-03-05 11:47:26,1.0,11.0,4688.0,blogger social media influencer brand influencer digital marketerdm for advert promotions and networking
i have taken d pain 2 go thru my text messages email inbox n spam since the date of request n surprise s,0,2019-03-05 11:45:13,1.0,11.0,99.0,truth alwaysblunt as hell
what is going on with my complaint no feedback no follow dont know which is worse no result anywhere  mefirst youfirst,0,2019-03-05 11:45:07,1.0,11.0,13.0,it administrator entrepreneur  lover soul searching
i tried 2 recharge  1000 on 07080945957 on the 2nd of march  1000 was deducted from my account without recharging the line,1,2019-03-05 11:44:35,1.0,11.0,657.0,geo scientist music my family sacarsm teambarcelona god fearing
whats otp charge,0,2019-03-05 11:36:05,1.0,11.0,1094.0,it expert ccacsr digital marketing i observe political space critically opinionated ggmu ifb
firstbank  its taking too long for gods sake whats happening with my money   what i need the money fo,0,2019-03-05 11:32:27,1.0,11.0,1902.0,libra computer engineeringpolitics barcelona bad convo starter buharicars future billionaire
u have been tellin me dz since like 3weeks now   they aint doing nothing in your branches ave been to ur,0,2019-03-05 11:31:09,1.0,11.0,1792.0,cinematographer  july 27  chelsea  ikd    cr7 fanboy  wizkid fc dnt forget ur brain if u wan enter my dm abegi
i try to load airtime of 3500 from my account this morning using code  894  unfortunately i was debited w,1,2019-03-05 11:30:56,1.0,11.0,28.0,association of talk anyhow
good afternoon i was having 1050 naira in my account then someone sent 1500 into my account which is s,1,2019-03-05 11:29:21,1.0,11.0,235.0,so much i wantbut then again so much i have thankful o
any news,0,2019-03-05 11:22:09,1.0,11.0,1890.0,evbuomwan self made millionaire before im 30 plastic surgeon toutish   forcabarca
here is the narration from the alert,0,2019-03-05 11:21:43,1.0,11.0,708.0,without christs mercy my life is messychartered accountant leo arsenal tutor oniabiodun442com
good morning please i need to reactivate my online banking i was unable to login this morning please its urgent thanks,1,2019-03-05 11:19:14,1.0,11.0,422.0,excellence is iterative
im still waiting on your response plsease,0,2019-03-05 11:18:19,1.0,11.0,1195.0,entrepreneurcar dealerevent managerevent decorgat an infectious sense of humor psalms 119 105 your word is a lamp to my foot and a light to my pathway
i am waiting for a response please,0,2019-03-05 11:18:02,1.0,11.0,18.0,
i tried recharging from my account yesterday i was debited and didnt get airtime too  i dont,1,2019-03-05 11:14:23,1.0,11.0,701.0,suffering from gad is messed up bitch be thankful   modupeholla ig k_marht
i dm a complaint two days ago and nothing has been done about it neither have i been informed of any upd,1,2019-03-05 11:10:26,1.0,11.0,94.0,coren registered engineer of the federal republicmnseceo eniad associates
please respond to my dm,0,2019-03-05 11:08:32,1.0,11.0,2220.0,polymathig nsikak_nseyo
check your dm thanks,0,2019-03-05 11:06:42,1.0,11.0,798.0,arsenal fc
have already dm transactions details to you since yesterday,1,2019-03-05 11:05:20,1.0,11.0,91.0,love but dont trust anyone
thanks for your response,0,2019-03-05 11:03:58,1.0,11.0,9.0,
done,0,2019-03-05 11:02:04,1.0,11.0,5202.0,web developer  securing the bag  tech enthusiasts   fupre  father to all parent to none
i tweeted at you people like a cultured person and you leave me hanging in the dm with no reply over my,1,2019-03-05 10:58:59,1.0,10.0,4884.0,swim or sink  smooth operator  lord kolawole of house falodun  egalitarian    chilledlounge host weekdays 9pm  1am
got my 7000 naira back today after almost 3 months please reversed my 1750 cos i am yet to get that too,1,2019-03-05 10:55:52,1.0,10.0,59.0,bitcoin man
i make a transfer but it was not yet effected pls was wrong,1,2019-03-05 10:53:05,1.0,10.0,686.0,am a muslim am short of words to describe myself but life is dynamic  halamadrid ig  umarabugolden
is now ignoring me lol refund my money please,1,2019-03-05 10:49:28,1.0,10.0,1719.0,christs witty and playful babygirl  perfectly imperfect
thank  i appreciate and im looking forward for the resalution youre truly the first and best,0,2019-03-05 10:46:01,1.0,10.0,263.0,since grew up struggling for survivals
my account has been debited with  1100 while trying to buy airtime through the mobile app and havent reversed yet,1,2019-03-05 10:40:01,1.0,10.0,34.0,i am simple and like to face challenges cos every  challenges were made to overcome +2347034200927
i know the dm i sent you will be replied when our lord jesus shall come  but please take a,1,2019-03-05 10:37:49,1.0,10.0,51.0,fullstack web developer  want to know me   i am better experienced than explained
kindly attend to my complaint,1,2019-03-05 10:34:51,1.0,10.0,556.0,i just want to be successfulsc kingdrizzy7
i need to retrieve my number i misplaced my diary in which i noted it can you help please,1,2019-03-05 10:34:43,1.0,10.0,24.0,
c an i transfer money from my act whilst my atm card has expired cos its telling me no card is associated with my act,0,2019-03-05 10:33:50,1.0,10.0,8.0,im just me
thanks but pls help me hasten them for the journal,0,2019-03-05 10:30:46,1.0,10.0,42.0,ceo an estate surveyor and manager  actress queen in her prime  virgo business woman  islam
fcmb just replied within a minute and was told to contact first bankits a shame that yours took two da,0,2019-03-05 10:19:50,1.0,10.0,528.0,the trend reader
how do i dm you when you are not following you,0,2019-03-05 10:17:47,1.0,10.0,10.0,
i dont know that this is how you people treat your customers i log a complain since las,1,2019-03-05 10:14:31,1.0,10.0,40.0,
since u decided not to reply in ur dm since two days ago i would bring it openly that ur social media is,1,2019-03-05 10:11:24,1.0,10.0,528.0,the trend reader
